CEM;Codice Edificio Regione Piemonte;V_PRO;Ente di competenza;Comune;Cod Comune;Stato esistenza edificio;Stato compilazione;Edificio principale;V_USO;Flag Statale;Frazione o Localita`;V_INDIRIZZO;Ente proprietario edificio;Ente proprietario edificio;GRADO;C_SO1;GRA_SO1;DENO SO1;COD_SEDEM_SO1;COD_SEDERP_SO1;C_SO2;GRA_SO2;DENO SO2;COD_SEDEM_SO2;COD_SEDERP_SO2;C_SO3;GRA_SO3;DENO SO3;COD_SEDEM_SO3;COD_SEDERP_SO3;C_SO4;GRA_SO4;DENO SO4;COD_SEDEM_SO4;COD_SEDERP_SO4;C_SO5;GRA_SO5;DENO SO5;COD_SEDEM_SO5;COD_SEDERP_SO5;C_SO6;GRA_SO6;DENO SO6;COD_SEDEM_SO6;COD_SEDERP_SO6
BI000224;0960500004;BI;Comune;Pray;096050;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via BARTOLOMEO SELLA, 258/A;04. Comune;Si;SEC 1-;3;SEC 1¯;MARIO TRABALDO TOGNA;BIMM802016;0960503001;;;;;
BI000234;0960620001;BI;Comune;Soprana;096062;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Frazione Cerruti;NELLA GRUPALLO , SN;04. Comune;Si;PRI-;2;PRI;DI SOPRANA;BIEE80401V;0960622001;;;;;
BI000235;0960700012;BI;Comune;Trivero;096070;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;frazione Cereie;FRAZIONE CEREIE, 100;04. Comune;Si;INF-;1;INF;DI CEREIE;BIAA80402P;0960701004;;;;;
BI000236;0960700010;BI;Comune;Trivero;096070;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;frazione Pratrivero;FRAZIONE PRATIVERO, 23;04. Comune;Si;PRI-;2;PRI;DI PRATRIVERO;BIEE804042;0960702004;;;;;
BI000241;0960420003;BI;Comune;Pettinengo;096042;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;VIA VITTORIO EMANUELE, 1;04. Comune;Si;INF-;1;INF;.;BIAA803041;0960421003;;;;;
BI000245;0960710001;BI;Comune;Valdengo;096071;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via ROMA, 105;04. Comune;Si;PRI-SEC 1-;2;PRI;GIUSEPPE PELLA;BIEE817011;0960712001;3;SEC 1;G. PELLA;BIMM81701X;0960713001
BI000246;0960770004;BI;Comune;Vigliano Biellese;096077;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;localitÖ longagne;Via Campazza, 4;04. Comune;Si;PRI-;2;PRI;DI VIGLIANO SAN QUIRICO;BIEE81802T;0960772001;;;;;
BI000247;0960770006;BI;Comune;Vigliano Biellese;096077;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;Capoluogo;Via Dante Alighieri, 6;04. Comune;Si;SEC 1-;3;SEC 1¯;DANTE ALIGHIERI;BIMM81801Q;0960773001;;;;;
BI000249;0960200003;BI;Comune;Cossato;096020;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;PIAZZA PEROTTI, 6;04. Comune;Si;INF-;1;INF;MARIA E GEREMIA LAVINO;BIAA816032;0960201007;;;;;
BI000250;0960200009;BI;Comune;Cossato;096020;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;VIA MONTE GRAPPA, 1;04. Comune;Si;PRI-;2;PRI;DI RONCO;BIEE816059;0960202003;;;;;
BI000252;0960510002;BI;Comune;Quaregna;096051;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Via Colorei, 3;04. Comune;Si;PRI-;2;PRI;A. AVOGADRO;BIEE817022;0960512001;;;;;
BI000269;0960040038;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;BIELLA;VIALE MACALLE`, 54;03. Provincia;Si;SEC 2-;4;SEC 2¯;R. VAGLIO;BITA002015;0960044028;;;;;
BI000270;0960040033;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Biella;VIA CAVOUR, 4;04. Comune;Si;SEC 2-;4;SEC 2¯;A. AVOGADRO;BIPS01000N;0960044029;;;;;
BI000271;0960040037;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;LocalitÖ Cascina La Vigna, 0;07. SocietÖ, fondazione o persone private ;Si;SEC 2-;4;SEC 2¯;R. VAGLIO;BITL002012;0960044005;;;;;
BI000272;0960040035;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;BIELLA;VIA GRAMSCI ANTONIO, 22;03. Provincia;Si;SEC 2-;4;SEC 2¯;EUGENIO BONA;BITD00601V;0960044003;;;;;
BI000276;0960070005;BI;Comune;Brusnengo;096007;Utilizzato per uso scolastico;In Modifica;No;MENSA;SI;Capoluogo;VIA FORTE, 12;04. Comune;Si;PRI-;2;PRI;DI BRUSNENGO;BIEE81201T;0960072001;;;;;
BI000278;0960120003;BI;Comune;Candelo;096012;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Franco Bianco, 14;04. Comune;Si;SEC 1-;3;SEC 1¯;C. PAVESE;BIMM80602E;0960123001;;;;;
BI000279;0960160001;BI;Comune;Cavaglia`;096016;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Capoluogo;Via PELLA, 12;04. Comune;Si;SEC 1-;3;SEC 1¯;G. DECAROLI;BIMM80101A;0960163001;;;;;
BI000281;0960210003;BI;Comune;Crevacuore;096021;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;isola;REGIONE ISOLA, snc;04. Comune;Si;SEC 1-;3;SEC 1¯;DI CREVACUORE;BIMM802027;0960213001;;;;;
BI000282;0960500002;BI;Comune;Pray;096050;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via ROMA, 23;04. Comune;Si;PRI-;2;PRI;DI PRAY;BIEE80204A;0960502003;;;;;
BI000283;0960200006;BI;Comune;Cossato;096020;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo,;PIAZZA ANGIONO ERMANNO, 24;04. Comune;Si;PRI-;2;PRI;DI COSSATO;BIEE816015;0960202001;;;;;
BI000287;0960260002;BI;Comune;Gaglianico;096026;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via G. Marconi, 33;04. Comune;Si;INF-;1;INF;.;BIAA807015;0960261001;;;;;
BI000288;0960590001;BI;Comune;Sandigliano;096059;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Casale, 9;04. Comune;Si;SEC 1-;3;SEC 1¯;.;BIMM80601D;0960593001;;;;;
BI000291;0960320003;BI;Comune;Masserano;096032;Utilizzato per uso scolastico;Validato;No;PALESTRA;SI;capoluogo;VIA COLLEGIO, 5;04. Comune;Si;SEC 1-;3;SEC 1¯;A. S. NOVARO;BIMM81202T;0960323001;;;;;
BI000294;0960400003;BI;Comune;Occhieppo Inferiore;096040;Utilizzato per uso scolastico;Validato;No;DIDATTICA;SI;CAPOLUOGO;Via ROMA, 7;04. Comune;Si;SEC 1-;3;SEC 1¯;F. SCHIAPPARELLI;BIMM809011;0960403001;;;;;
BI000295;0960350001;BI;Comune;Mongrando;096035;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;SI;CURANUOVA;VIA ENRICO GIOVANNI, 1;04. Comune;Si;SEC 1-;3;SEC 1¯;G. BOGGIANI;BIMM808026;0960353001;;;;;
BI000296;0960460001;BI;Comune;Pollone;096046;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;SI;capoluogo;Via DEAGOSTINI, 13;04. Comune;Si;PRI-SEC 1-;2;PRI;DI POLLONE;BIEE809034;0960462001;3;SEC 1;G. COLONNETTI;BIMM809022;0960463001
BI000297;0960280003;BI;Comune;Graglia;096028;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;merletto;CASALE BERTOLETTO, 2;04. Comune;Si;SEC 1-;3;SEC 1¯;DI GRAGLIA;BIMM808015;0960283002;;;;;
BI000299;0960020004;BI;Comune;Andorno Micca;096002;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;Capoluogo;PIAZZA UNITA` D`ITALIA, 2;04. Comune;Si;PRI-;2;PRI;DI ANDORNO MICCA;BIEE80001G;0960022003;;;;;
BI000300;0960680002;BI;Comune;Tollegno;096068;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Garibaldi, 6;04. Comune;Si;SEC 1-;3;SEC 1¯;DI TOLLEGNO;BIMM80003L;0960683001;;;;;
BI000301;0960580001;BI;Comune;Salussola;096058;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Sorelle Bona, 5;04. Comune;Si;SEC 1-;3;SEC 1¯;DON F. CABRIO;BIMM80103C;0960583001;;;;;
BI000311;0960420004;BI;Comune;Pettinengo;096042;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Vittorio Veneto, 14;04. Comune;Si;PRI-;2;PRI;.;BIEE803046;0960422002;;;;;;;;;;
BI000314;0960770003;BI;Comune;Vigliano Biellese;096077;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;frazione Amosso;Via Roggia, 1;04. Comune;Si;PRI-;2;PRI;DI VIGLIANO  AMOSSO;BIEE81801R;0960772003;;;;;;;;;;
BI000318;0960040031;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA ADDIS ABEBA, 20;03. Provincia;Si;SEC 2-SEC 2-;4;SEC 2¯;G. E Q. SELLA;BIPC00101R;0960044001;4;SEC 2;G. E Q. SELLA;BISL00101R;0960044031;;;;;
BI000322;0960040029;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;biella;VIA GALIMBERTI TANCREDI DUCCIO, 5;03. Provincia;Si;SEC 2-;4;SEC 2¯;LICEO SCIENTIFICO A. AVOGADRO;BIPS01000N;0960044002;;;;;;;;;;
BI000323;0960200011;BI;Provincia;Cossato;096020;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;VIA MARTIRI LIBERTA`, 389;03. Provincia;Si;SEC 2-;4;SEC 2¯;.;BIPS00401B;0960204001;;;;;;;;;;
BI000328;0960700007;BI;Provincia;Trivero;096070;Utilizzato per uso scolastico;In Modifica;Unico;PALESTRA;SI;capoluogo;Via zegna, 0;03. Provincia;Si;SEC 2-;4;SEC 2¯;E. ZEGNA;BIRH01000B;0960704001;;;;;;;;;;
BI000335;0960040036;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;BIELLA;VIA GRAMSCI ANTONIO, 22;03. Provincia;Si;SEC 2-;4;SEC 2¯;EUGENIO BONA;BITD00601V;0960044003;;;;;;;;;;
BI000337;0960840002;BI;Provincia;Mosso;096084;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Capoluogo;Via Q. Sella, 42;03. Provincia;Si;SEC 2-;4;SEC 2¯;A. MOTTA;BITD00602X;0960844001;;;;;;;;;;
BI000340;0960040039;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;SI;BIELLA;VIA F.LLI ROSSELLI, 02;03. Provincia;Si;SEC 2-SEC 2-SEC 2-;4;SEC 2¯;QUINTINO SELLA;BITF01000Q;0960044006;4;SEC 2;QUINTINO SELLA;BITF010505;0960044026;4;SEC 2;QUINTINO SELLA;BITF010505;0960044036
BI000341;0960040030;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;CORSO PELLA GIUSEPPE, 4;03. Provincia;Si;SEC 2-;4;SEC 2¯;QUINTINO SELLA;BITF01000Q;0960044016;;;;;;;;;;
BI000342;0960730008;BI;Provincia;Valle Mosso;096073;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Regione Molina;Regione Molina, senza nume;03. Provincia;Si;SEC 2-;4;SEC 2¯;.;BITF00401D;0960734002;;;;;;;;;;
BI000502;0960160003;BI;Provincia;Cavaglia`;096016;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;VIA GERSEN GIOVANNI, 16;04. Comune;Si;SEC 2-;4;SEC 2¯;E. ZEGNA;BIRH01000B;0960164001;;;;;;;;;;
BI000504;0960040034;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;BIELLA;VIALE MACALLE`, 54;03. Provincia;Si;SEC 2-;4;SEC 2¯;R. VAGLIO;BITA002015;0960044028;;;;;;;;;;
BI000505;0960480001;BI;Comune;Portula;096048;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;FRAZIONE ;FRAZIONE CHIESA, 38;04. Comune;Si;PRI-;2;PRI;DI PORTULA;BIEE802039;0960482003;;;;;;;;;;
BI000506;0960200007;BI;Comune;Cossato;096020;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;CAPOLUOGO;Via MILANO, 20;04. Comune;Si;PRI-;2;PRI;DI MASSERIA;BIEE816037;0960202005;;;;;;;;;;
BI000515;0960160004;BI;Provincia;Cavaglia`;096016;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA GERSEN, 16;04. Comune;Si;SEC 2-;4;SEC 2¯;E. ZEGNA;BIRH01000B;0960164001;;;;;;;;;;
BI000519;0960200012;BI;Comune;Cossato;096020;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Piazza ELVO TEMPIA, 50;04. Comune;Si;SEC 1-;3;SEC 1¯;LEONARDO DA VINCI;BIMM816014;0960203001;;;;;
BI000524;0960410002;BI;Comune;Occhieppo Superiore;096041;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Piazza VITTORIO VENETO, 12;04. Comune;Si;PRI-;2;PRI;DI OCCHIEPPO SUPERIORE;BIEE809023;0960412001;;;;;
BI000534;0960040026;BI;Comune;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;chiavazza;via de Amicis, 7;04. Comune;Si;SEC 1-;3;SEC 1¯;NINO COSTA;BIMM81401C;0960043001;;;;;
BI000535;0960040024;BI;Comune;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;piazzo;piazza Martiti della liberta, 12;04. Comune;Si;SEC 1-;3;SEC 1¯;SAN FRANCESCO D'ASSISI;BIMM815018;0960043004;;;;;
BI000536;0960040025;BI;Comune;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;PAVIGNANO;Strada Per Andorno, 39;04. Comune;Si;SEC 1-;3;SEC 1¯;UNGARETTI;BIMM81401C;0960043005;;;;;
BI000541;0960180002;BI;Comune;Cerrione;096018;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;VERGNASCO;Via J.F. KENNEDY, 6;04. Comune;Si;INF-;1;INF;DI CERRIONE;BIAA801038;0960181002;;;;;
BI000543;0960040021;BI;Comune;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;via ddis Abeba, 37;04. Comune;Si;SEC 1-;3;SEC 1¯;.;BIMM81301L;0960043002;;;;;
BI000544;0960040022;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;VILLAGGIO LAMARMORA;VIA TRIVERO, 5;04. Comune;Si;SEC 2-;4;SEC 2¯;A. AVOGADRO;BIPS01000N;0960044044;;;;;
BI000545;0960040032;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;BIELLA;CORSO PELLA GIUSEPPE, 12/A;07. SocietÖ, fondazione o persone private ;Si;SEC 2-SEC 2-;4;SEC 2¯;G. FERRARIS;BIRI002011;0960044007;4;SEC 2;G. FERRARIS;BIRI002011;0960044041
BI000546;0960530003;BI;Comune;Ronco Biellese;096053;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Via ROMA, 20;07. SocietÖ, fondazione o persone private ;Si;INF-;1;INF;DI RONCO BIELLESE;BIAA81802L;0960531002;;;;;
BI000549;0960040023;BI;Comune;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;VIA CARSO, 30;04. Comune;Si;SEC 1-;3;SEC 1¯;.;BIMM81301L;0960043013;;;;;
BI000553;0960200001;BI;Comune;Cossato;096020;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via SPOLINA, 39;04. Comune;Si;INF-;1;INF;DI SPOLINA;BIAA816021;0960201006;;;;;
BI000554;0960420001;BI;Comune;Pettinengo;096042;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;capoluogo;STRADA FIAGLIO, 2;04. Comune;Si;SEC 1-;3;SEC 1¯;.;BIMM803012;0960423001;;;;;
BI000555;0960700008;BI;Provincia;Trivero;096070;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;TRIVERO;VIA ZEGNA, 59;04. Comune;Si;SEC 2-;4;SEC 2¯;E. ZEGNA;BIRH01000B;0960704001;;;;;
BI000556;0960050002;BI;Comune;Bioglio;096005;Utilizzato per uso scolastico;Attesa Validazione per Modifica;No;PALESTRA;SI;CAPOLUOGO;Via VITTORIO EMANUELE II, 38;04. Comune;Si;PRI-;2;PRI;.;BIEE803035;0960052001;;;;;
BI000557;0960070004;BI;Comune;Brusnengo;096007;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;VIALE VERZONE CARLO, 25;04. Comune;Si;SEC 1-;3;SEC 1¯;GIOVANNI XXIII;BIMM81201R;0960073001;;;;;
BI000558;0960120004;BI;Comune;Candelo;096012;Utilizzato per uso scolastico;Attesa Validazione per Modifica;No;PALESTRA;SI;Capoluogo;Via LibertÖ, 103;04. Comune;Si;PRI-;2;PRI;.;BIEE80605P;0960122001;;;;;;;;;;
BI000559;0960290001;BI;Comune;Lessona;096029;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Unico;DIDATTICA;SI;capoluogo;Piazza G. Marconi, 1;04. Comune;Si;INF-;1;INF;DI LESSONA;BIAA81205R;0960291001;;;;;;;;;;
BI000560;0960290002;BI;Comune;Lessona;096029;Utilizzato per uso scolastico;Attesa Validazione per Modifica;No;DIDATTICA;SI;capoluogo;Piazza G. Marconi, 6;04. Comune;Si;PRI-;2;PRI;DI LESSONA;BIEE812052;0960292004;;;;;;;;;;
BI000561;0960290003;BI;Comune;Lessona;096029;Utilizzato per uso scolastico;Attesa Validazione per Modifica;Sç;DIDATTICA;SI;capoluogo;Viale LibertÖ, 2;04. Comune;Si;SEC 1-;3;SEC 1¯;DI LESSONA;BIMM81203V;0960293001;;;;;;;;;;
BI000562;0960840003;BI;Comune;Mosso;096084;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;MOSSO;VIA QUINTINO SELLA, 70;04. Comune;Si;PRI-SEC 1-;2;PRI;G. G. QUAZZA;BIEE803024;0960842003;3;SEC 1;A. GARBACCIO;BIMM803023;0960843001;;;;;
BI000563;0960400002;BI;Comune;Occhieppo Inferiore;096040;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Via Aporti, 11;04. Comune;Si;PRI-;2;PRI;E. SCHIAPARELLI;BIEE809012;0960402001;;;;;;;;;;
BI000564;0960490006;BI;Comune;Pralungo;096049;Utilizzato per uso scolastico;Attesa Validazione per Modifica;No;DIDATTICA;SI;Pralungo;Via Roma, 10;03. Provincia;Si;SEC 1-;3;SEC 1¯;BENEDETTO CROCE;BIMM80002G;0960493004;;;;;;;;;;
BI000565;0960530002;BI;Comune;Ronco Biellese;096053;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Via ROMA, 50;04. Comune;Si;PRI-SEC 1-;2;PRI;M. CANTONO A.;BIEE81803V;0960532001;3;SEC 1;GIAN CLEMENTE PENNA;BIMM81802R;0960533001;;;;;
BI000566;0960700013;BI;Comune;Trivero;096070;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;frazione;FRAZIONE PONZONE, 68;07. SocietÖ, fondazione o persone private ;Si;INF-;1;INF;GILETTI;BIAA80404R;0960701003;;;;;;;;;;
BI000568;0960770005;BI;Comune;Vigliano Biellese;096077;Utilizzato per uso scolastico;In Modifica;No;PALESTRA;SI;localitÖ longagne;Via Campazza, 4;04. Comune;Si;PRI-;2;PRI;DI VIGLIANO SAN QUIRICO;BIEE81802T;0960772001;;;;;;;;;;
BI000569;0960770001;BI;Comune;Vigliano Biellese;096077;Utilizzato per uso scolastico;In Modifica;No;PALESTRA;SI;Capoluogo;Via Dante Alighieri, 6;04. Comune;Si;SEC 1-;3;SEC 1¯;DANTE ALIGHIERI;BIMM81801Q;0960773001;;;;;;;;;;
BI000570;0960710002;BI;Comune;Valdengo;096071;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via ROMA, 105;04. Comune;Si;SEC 1-;3;SEC 1¯;G. PELLA;BIMM81701X;0960713001;;;;;;;;;;
BI000571;0960040045;BI;Provincia;Biella;096004;Utilizzato per uso scolastico;In Modifica;Unico;PALESTRA;SI;BIELLA;VIA ROSSELLI , 2;03. Provincia;Si;SEC 2-SEC 2-SEC 2-;4;SEC 2¯;QUINTINO SELLA;BITF01000Q;0960044006;4;SEC 2;QUINTINO SELLA;BITF010505;0960044026;4;SEC 2;QUINTINO SELLA;BITF010505;0960044036
BI000572;0960040046;BI;Comune;Biella;096004;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Frazione CHIAVAZZA;Via COPPA, 8;04. Comune;Si;INF-;1;INF;CHIAVAZZA;BIAA814018;0960041024;;;;;;;;;;
BI000573;0960040047;BI;Comune;Biella;096004;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;SAN PAOLO;Via DON STURZO, 23;04. Comune;Si;INF-;1;INF;DON STURZO;BIAA81303E;0960041030;;;;;;;;;;
BI000575;0960470004;BI;Comune;Ponderano;096047;Utilizzato per uso scolastico;In compilazione;No;PALESTRA;SI;CAPOLUOGO;VIA GIOSUE` CARDUCCI, 9;04. Comune;Si;PRI-SEC 1-;2;PRI;SANDRO PERTINI;BIEE80703C;0960472001;3;SEC 1;SANDRO PERTINI;BIMM80702A;0960473001;;;;;
BI000576;0960120005;BI;Comune;Candelo;096012;Utilizzato per uso scolastico;Attesa Validazione per Modifica;No;MENSA;SI;capoluogo;via liberta` , 103;04. Comune;Si;PRI-;2;PRI;.;BIEE80605P;0960122001;;;;;;;;;;
BI000577;0960020005;BI;Comune;Andorno Micca;096002;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;vIA g.B. bONESIO, 22;06. Enti religiosi;Si;INF-;1;INF;DON PAOLO GAGLIARDINI;BIAA80007L;0960021001;;;;;;;;;;
BI000578;0960470003;BI;Comune;Ponderano;096047;Utilizzato per uso scolastico;In compilazione;No;MENSA;SI;CAPOLUOGO;VIA GIOSUE` CARDUCCI, 11;04. Comune;Si;PRI-SEC 1-;2;PRI;SANDRO PERTINI;BIEE80703C;0960472001;3;SEC 1;SANDRO PERTINI;BIMM80702A;0960473001;;;;;
BI000579;0960700015;BI;Comune;Trivero;096070;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;frazione RONCO;FRAZIONE RONCO, 4;04. Comune;Si;INF-;1;INF;CERINO ZEGNA;BIAA80405T;0960701006;;;;;;;;;;
BI000580;0960190002;BI;Comune;Coggiola;096019;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;frazione granero-comune portula;via liberta, S.N.;04. Comune;Si;INF-;1;INF;DI COGGIOLA;BIAA802067;0960191004;;;;;;;;;;
BI000581;0960740002;BI;Comune;Valle San Nicolao;096074;Utilizzato per uso scolastico;In compilazione;Unico;PALESTRA;SI;frazione chiesa n. 2/A;FRAZIONE CHIESA, 2/A;04. Comune;Si;INF-PRI-;1;INF;.;BIAA80303X;0960741001;2;PRI;.;BIEE803057;0960742002;;;;;
CN000001;0040780016;CN;Comune;Cuneo;004078;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA XXVIII APRILE, 25;04. Comune;Si;INF-;1;INF;DI VIA XXVIII APRILE;CNAA00103P;0040781019;;;;;;;;;;
CN000003;0040780017;CN;Comune;Cuneo;004078;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;Via ROSTAGNI, 25;04. Comune;Si;INF-;1;INF;DI VIA ROSTAGNI;CNAA00105R;0040781024;;;;;;;;;;
CN000004;0040780020;CN;Comune;Cuneo;004078;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;VIA SERAFINO ARNAUD, 16;04. Comune;Si;INF-;1;INF;SERAFINO ARNAUD;CNAA003018;0040781021;;;;;;;;;;
CN000008;0040780022;CN;Comune;Cuneo;004078;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;FRAZIONE ROATA CANALE;VIA MONEA OLTREGESSO, 75;04. Comune;Si;INF-;1;INF;DI TETTO CANALE;CNAA847022;0040781018;;;;;;;;;;
CN000009;0040780023;CN;Comune;Cuneo;004078;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;FRAZIONE CERIALDO;VIA CITTADELLA, 11;04. Comune;Si;INF-;1;INF;A. COLLODI;CNAA84801R;0040781001;;;;;;;;;;
CN000010;0040030018;CN;Comune;Alba;004003;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Cesare Balbo, 8;04. Comune;Si;SEC 1-;3;SEC 1¯;G. VIDA - PERTINI;CNMM146006;0040033006;;;;;;;;;;
CN000011;0040130002;CN;Comune;Barolo;004013;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;PIAZZA CADUTI PER LA LIBERTA`, 2;04. Comune;Si;INF-PRI-SEC 1-;1;INF;DI BAROLO;CNAA81901R;0040131001;2;PRI;DI BAROLO;CNEE819012;0040132001;3;SEC 1;DI BAROLO;CNMM819033;0040133001
CN000012;0041940003;CN;Comune;Roddi;004194;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;.;via CROSETTI, 4H;04. Comune;Si;INF-PRI-;1;INF;RODDI;CNAA84903P;0041941001;2;PRI;ELSA MALFERRARI;CNEE84903X;0041942001;;;;;
CN000013;0040030028;CN;Comune;Alba;004003;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;capoluogo;via Edmondo De Amicis, 1;04. Comune;Si;PRI-;2;PRI;U. SACCO;CNEE062019;0040032001;;;;;;;;;;
CN000014;0040030011;CN;Comune;Alba;004003;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA MORO ALDO, 49;04. Comune;Si;INF-;1;INF;COLLODI;CNAA061029;0040031009;;;;;;;;;;
CN000015;0040030016;CN;Comune;Alba;004003;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Corso Europa, 1;04. Comune;Si;SEC 1-;3;SEC 1¯;MACRINO;CNMM153009;0040033003;;;;;
